predict_time,POD,FAR,CSI,leading_time (min)
2025-01-08 04:40:48,0.19766376163608285,0.8688243909015861,0.08559837530012036,36.03333333333333
2025-01-08 04:46:48,0.2419050316052253,0.8273410529748124,0.112037055163828,36.016666666666666
2025-01-08 04:52:48,0.13224616655944246,0.8706660242153612,0.06996149774631305,36.016666666666666
2025-01-08 04:58:49,0.1936135644736894,0.7927308515985102,0.11124000012008199,36.03333333333333
2025-01-08 05:04:49,0.31766415209837223,0.6314541955111085,0.20570435946053967,36.03333333333333
2025-01-08 05:10:49,0.21836743040230217,0.6689054793967455,0.1515215093739679,36.016666666666666
2025-01-08 05:16:49,0.30080607810799737,0.5975628343487658,0.20793215975393128,36.016666666666666
2025-01-08 05:22:50,0.20375648509071043,0.5807199841671424,0.1589102523895331,36.03333333333333
2025-01-08 05:28:50,0.3486403888956239,0.48807117131737493,0.2616649213957566,36.03333333333333
2025-01-08 05:34:50,0.3646574898992287,0.40750769100156736,0.29153796664437376,36.016666666666666
2025-01-08 05:40:50,0.289878418325472,0.44972873165514643,0.2343562705219718,36.016666666666666
2025-01-08 05:46:51,0.3514409463833613,0.43207037991937275,0.27729945054103367,36.03333333333333
2025-01-08 05:52:51,0.2631407776593834,0.3354278781466381,0.23228939875989335,36.03333333333333
2025-01-08 05:58:51,0.33530129216915927,0.4633439966682822,0.2600250455143773,36.016666666666666
2025-01-08 06:04:51,0.3840958609326309,0.32972346230411204,0.3230560310860426,36.016666666666666
2025-01-08 06:10:52,0.37216793040648527,0.30975019899285017,0.31890704680124854,36.03333333333333
2025-01-08 06:16:52,0.3863047249737461,0.33623905149227534,0.32308126626852046,36.03333333333333
2025-01-08 06:22:52,0.3388346027099422,0.31931994776451655,0.2923624884709331,36.016666666666666
2025-01-08 06:28:52,0.45863689025511245,0.4046056120683711,0.3496585284521376,36.016666666666666
2025-01-08 06:34:53,0.5265623763067429,0.3104606493313585,0.42564896029361177,36.03333333333333
2025-01-08 06:40:53,0.6299700353986505,0.2488876256918674,0.5211764967860165,36.03333333333333
2025-01-08 06:46:53,0.5814512616606848,0.33712963623753905,0.44874739270062924,36.016666666666666
2025-01-08 06:52:53,0.46927931715913784,0.48830922432678975,0.3241246937158559,36.016666666666666
2025-01-08 06:58:54,0.5558788993559889,0.49084208707976845,0.3619280376378474,36.03333333333333
2025-01-08 07:04:54,0.5767613197157385,0.4261044120084019,0.40382883039738465,36.03333333333333
2025-01-08 07:10:54,0.5965855302085872,0.4338539591616031,0.4094108339742807,36.016666666666666
2025-01-08 07:16:54,0.6086779606859323,0.4396752274839373,0.41193216678086464,36.016666666666666
2025-01-08 07:22:55,0.6062043928193247,0.5359424277673543,0.3565680604264231,36.03333333333333
2025-01-08 07:28:55,0.4435206183073249,0.6482571433486544,0.24404097317136733,36.03333333333333
2025-01-08 07:34:55,0.699719064018292,0.47308476020147205,0.42974091744740806,36.016666666666666
2025-01-08 07:40:55,0.7416061096135562,0.520573744664008,0.4108039415087536,36.016666666666666
2025-01-08 07:46:56,0.7107116277558146,0.5197326858846358,0.4017332056719719,36.03333333333333
2025-01-08 07:52:56,0.5335598984732673,0.7824817850632246,0.18276457136436097,36.03333333333333
2025-01-08 07:58:56,0.4217741804632837,0.8038910529717448,0.15455608015678135,36.016666666666666
2025-01-08 08:04:56,0.4292078239323144,0.7871222012193265,0.1659088950863896,36.016666666666666
